Product,Monthly_Expense,Purchase_Frequency,Is_Seasonal,Label
Luxury Watch,48738,0.11,0,1
Shampoo,251,17.2,0,0
Rice,1440,17.3,0,0
Jewelry,74949,2.33,1,1
Bread,1758,12.1,1,0
Air Conditioner,44863,4.36,1,1
Vegetables,190,23.2,0,0
Cooking Oil,527,19.5,0,0
Eggs,283,22.4,0,0
Vegetables,344,25.5,0,0
Jewelry,14936,2.35,1,1
Milk,555,25.3,0,0
Designer Bag,41521,0.26,1,1
Perfume,44663,3.02,0,1
Designer Bag,58214,4.67,1,1
Vegetables,204,23.9,1,0
Luxury Watch,8691,3.85,1,1
Laptop,30421,1.0,1,1
Jewelry,30792,2.29,1,1
Toothpaste,518,15.7,0,0
Soap,473,17.7,0,0
Laptop,34700,4.17,1,1
Air Conditioner,41312,0.84,1,1
Bread,660,13.9,0,0
Shampoo,1819,27.6,0,0
Designer Bag,88914,4.33,1,1
Toothpaste,1555,24.8,0,0
Vegetables,249,12.7,0,0
Vegetables,1203,25.6,0,0
Laptop,65211,2.64,1,1
Gaming Console,43682,4.94,1,1
Air Conditioner,54122,0.79,0,1
Vegetables,1230,10.6,1,0
Gaming Console,47611,2.95,1,1
Milk,942,23.1,0,0
Milk,757,21.3,0,0
Perfume,83284,4.28,0,1
Shampoo,1752,29.5,0,0
Luxury Watch,47101,2.15,1,1
Laptop,46902,4.93,1,1
Perfume,35732,2.58,1,1
Perfume,90814,4.95,1,1
Luxury Watch,46140,2.49,1,1
Camera,43386,4.08,0,1
Camera,53790,1.66,1,1
Rice,571,24.6,1,0
Air Conditioner,75654,4.06,0,1
Toothpaste,1196,13.9,0,0
Milk,1296,12.8,1,0
Camera,14092,0.8,1,1
Gaming Console,6290,4.21,1,1
Laptop,32604,4.71,0,1
Soap,1463,21.6,1,0
Jewelry,97412,1.83,1,1
Bread,1197,13.9,1,0
Designer Bag,53536,1.47,0,1
Luxury Watch,99873,0.68,1,1
Smartphone,22675,1.01,1,1
Bread,199,20.0,0,0
Camera,47916,2.06,1,1
Air Conditioner,71719,3.98,1,1
Salt,694,16.0,1,0
Salt,1826,11.3,1,0
Air Conditioner,51872,0.46,1,1
Rice,1599,19.1,0,0
Salt,1876,20.5,1,0
Milk,1827,17.1,1,0
Eggs,1437,28.5,0,0
Smartphone,80939,2.45,1,1
Smart TV,52983,2.15,1,1
Vegetables,1293,24.5,0,0
Cooking Oil,1515,17.2,0,0
Gaming Console,46351,4.94,1,1
Rice,451,23.7,0,0
Bread,1723,28.8,0,0
Gaming Console,62747,2.85,1,1
Gaming Console,84391,4.22,0,1
Bread,1351,21.7,0,0
Air Conditioner,84573,2.77,1,1
Bread,521,28.3,1,0
Salt,574,10.6,1,0
Camera,34333,0.28,1,1
Camera,57368,4.64,1,1
Perfume,21211,0.23,1,1
Laptop,14752,1.14,1,1
Jewelry,22573,2.45,0,1
Perfume,37283,3.33,1,1
Toothpaste,1069,21.7,0,0
Rice,769,20.1,1,0
Jewelry,65150,1.07,0,1
Cooking Oil,1063,16.1,0,0
Vegetables,1804,21.3,1,0
Bread,1917,18.4,1,0
Vegetables,1862,14.8,0,0
Cooking Oil,887,23.9,0,0
Smartphone,73784,3.16,1,1
Shampoo,350,26.0,0,0
Smartphone,68744,4.5,0,1
Eggs,1009,22.6,0,0
Cooking Oil,1236,27.8,0,0
Vegetables,241,17.7,0,0
Camera,26513,4.01,1,1
Smart TV,34293,0.97,1,1
Air Conditioner,48913,0.89,1,1
Rice,643,24.7,0,0
Soap,455,21.6,0,0
Luxury Watch,37732,3.07,1,1
Camera,82500,2.45,1,1
Eggs,790,17.3,0,0
Camera,80749,0.29,0,1
Smart TV,80057,4.95,0,1
Camera,98311,0.44,0,1
Smart TV,8785,1.65,1,1
Milk,423,14.6,0,0
Rice,1702,25.8,1,0
Smartphone,61867,4.2,1,1
Shampoo,1651,26.7,0,0
Shampoo,1313,28.9,0,0
Eggs,1292,20.5,0,0
Luxury Watch,8586,1.69,0,1
Eggs,972,22.6,0,0
Jewelry,45545,3.03,1,1
Laptop,86505,1.15,0,1
Rice,1924,23.6,0,0
Smart TV,82190,3.48,0,1
Air Conditioner,26510,2.21,0,1
Smart TV,53959,0.84,0,1
Cooking Oil,1375,24.8,0,0
Eggs,340,14.4,0,0
Air Conditioner,18777,4.42,1,1
Toothpaste,1627,16.5,1,0
Toothpaste,1934,14.1,0,0
Luxury Watch,87567,4.24,0,1
Soap,563,15.9,0,0
Eggs,1794,24.9,0,0
Perfume,55691,1.24,1,1
Rice,252,28.7,0,0
Smart TV,99552,2.97,1,1
Laptop,27979,0.42,0,1
Toothpaste,1069,19.2,1,0
Laptop,63659,2.67,1,1
Rice,1744,22.1,0,0
Gaming Console,35367,3.2,0,1
Laptop,78857,2.18,1,1
Vegetables,1545,16.7,0,0
Camera,21436,0.38,1,1
Vegetables,1801,24.8,1,0
Jewelry,95980,1.48,1,1
Shampoo,1285,30.0,0,0
Rice,1288,22.7,0,0
Eggs,671,11.1,0,0
Jewelry,8353,1.76,1,1
Soap,1268,26.7,0,0
Laptop,5542,1.79,1,1
Soap,591,23.9,0,0
Air Conditioner,27346,4.78,0,1
Salt,1882,15.3,0,0
Luxury Watch,25732,0.97,0,1
Perfume,99540,4.13,0,1
Designer Bag,6645,4.65,0,1
Rice,228,15.9,0,0
Air Conditioner,51452,1.31,0,1
Soap,289,14.8,0,0
Eggs,1277,13.6,0,0
Bread,1315,19.2,0,0
Salt,1013,21.8,0,0
Camera,80885,4.85,0,1
Smart TV,6398,1.55,1,1
Smartphone,13372,2.18,0,1
Salt,1845,22.4,1,0
Vegetables,699,10.7,0,0
Vegetables,867,19.4,1,0
Rice,1255,24.7,0,0
Rice,1548,26.9,0,0
Luxury Watch,38358,3.1,1,1
Smart TV,14176,2.51,1,1
Soap,1873,27.8,0,0
Soap,977,20.9,0,0
Bread,1135,22.9,1,0
Milk,542,10.4,0,0
Gaming Console,10789,0.72,0,1
Jewelry,47951,1.32,0,1
Shampoo,135,29.9,0,0
Laptop,11932,4.81,1,1
Eggs,890,19.1,1,0
Eggs,1626,27.1,1,0
Shampoo,1544,16.7,0,0
Vegetables,371,22.8,0,0
Luxury Watch,18190,1.7,1,1
Eggs,1796,15.0,0,0
Smartphone,32028,2.13,0,1
Luxury Watch,15850,0.89,1,1
Toothpaste,1066,23.0,0,0
Vegetables,780,13.3,0,0
Milk,902,24.8,0,0
Vegetables,1955,17.6,0,0
Smartphone,18031,2.12,1,1
Eggs,1802,13.0,0,0
Milk,686,11.2,1,0
Shampoo,1293,20.5,0,0
Soap,445,15.3,1,0
Soap,1427,22.8,0,0
Camera,99032,2.87,0,1
Perfume,71400,4.63,0,1
Air Conditioner,42317,2.91,1,1
Smartphone,32903,3.0,1,1
Bread,609,21.7,0,0
Designer Bag,47735,3.35,1,1
Laptop,90357,3.13,1,1
Salt,1800,20.4,0,0
Designer Bag,8212,3.86,1,1
Designer Bag,89466,3.15,0,1
Jewelry,25371,4.66,1,1
Jewelry,12818,1.48,1,1
Designer Bag,69588,3.61,1,1
Bread,652,20.6,0,0
Soap,1928,27.6,0,0
Rice,858,12.4,0,0
Camera,51793,2.78,0,1
Vegetables,622,12.4,0,0
Air Conditioner,91990,3.13,1,1
Milk,1222,24.6,0,0
Designer Bag,10971,4.92,0,1
Shampoo,604,25.1,0,0
Jewelry,86389,2.61,1,1
Eggs,1927,11.2,1,0
Vegetables,614,15.0,0,0
Milk,1688,28.8,1,0
Shampoo,736,10.1,0,0
Laptop,13822,3.44,1,1
Bread,111,21.9,1,0
Camera,15599,0.49,1,1
Smart TV,8364,0.59,0,1
Designer Bag,62209,3.97,1,1
Eggs,1747,14.0,0,0
Luxury Watch,79561,4.76,1,1
Laptop,63275,1.3,1,1
Vegetables,314,10.5,0,0
Luxury Watch,44877,3.83,1,1
Laptop,18086,4.06,1,1
Bread,1935,20.8,0,0
Smartphone,97370,2.72,0,1
Smart TV,26958,1.42,1,1
Soap,1181,28.5,0,0
Camera,86026,2.3,1,1
Gaming Console,29764,4.94,1,1
Shampoo,530,16.9,1,0
Smartphone,93519,2.3,1,1
Gaming Console,17230,3.97,1,1
Camera,88203,3.94,0,1
Salt,811,23.3,0,0
Salt,1853,22.0,0,0
Smart TV,22308,0.86,1,1
Shampoo,1699,17.9,1,0
Jewelry,30576,0.54,1,1
Toothpaste,1819,16.2,0,0
Cooking Oil,883,21.7,0,0
Designer Bag,11472,1.07,1,1
Perfume,6632,3.37,1,1
Toothpaste,1804,23.4,0,0
Perfume,8347,0.43,1,1
Gaming Console,8930,1.09,0,1
Camera,89665,2.28,1,1
Luxury Watch,58571,0.13,1,1
Toothpaste,642,16.0,0,0
Salt,1673,16.1,0,0
Gaming Console,5707,4.66,1,1
Soap,1493,28.8,1,0
Gaming Console,11512,4.65,1,1
Camera,24363,0.32,1,1
Rice,1249,28.7,1,0
Camera,99671,0.64,0,1
Bread,445,23.3,1,0
Air Conditioner,17470,0.08,1,1
Luxury Watch,93285,4.59,0,1
Laptop,68805,3.87,1,1
Smart TV,73893,0.39,0,1
Milk,961,15.4,0,0
Toothpaste,1045,28.9,0,0
Jewelry,75700,2.99,1,1
Toothpaste,1803,27.6,1,0
Gaming Console,6428,0.33,1,1
Eggs,1336,18.7,0,0
Soap,634,17.2,0,0
Milk,1786,24.0,0,0
Smart TV,88466,3.53,1,1
Eggs,1706,17.4,0,0
Soap,1068,24.7,0,0
Laptop,74367,3.93,1,1
Smart TV,25747,1.46,1,1
Vegetables,1718,10.4,1,0
Camera,6496,0.19,0,1
Smartphone,75249,2.0,0,1
Smart TV,93580,3.87,1,1
Shampoo,1544,20.6,0,0
Smartphone,34095,1.27,1,1
Rice,943,12.7,1,0
Gaming Console,87779,3.75,1,1
Cooking Oil,1947,27.2,0,0
Air Conditioner,31354,1.17,1,1
Eggs,1023,27.8,1,0
Eggs,444,30.0,0,0
Perfume,85562,2.46,1,1
Bread,1426,11.0,0,0
Soap,1477,28.2,0,0
Vegetables,1619,28.7,0,0
Rice,200,28.6,0,0
Vegetables,1736,20.7,1,0
Camera,24810,1.81,1,1
Camera,88777,4.21,1,1
Air Conditioner,20777,3.14,1,1
Soap,1078,15.7,0,0
Laptop,51899,2.8,1,1
Milk,866,27.8,0,0
Luxury Watch,89859,0.48,0,1
Gaming Console,63857,0.23,1,1
Toothpaste,957,18.7,0,0
Air Conditioner,58145,0.78,1,1
Rice,797,15.6,0,0
Designer Bag,66035,4.08,1,1
Vegetables,172,21.6,0,0
Bread,1456,10.1,0,0
Luxury Watch,48715,3.33,1,1
Shampoo,1868,11.2,0,0
Salt,1275,20.5,1,0
Rice,913,25.5,0,0
Cooking Oil,149,16.9,0,0
Luxury Watch,56661,4.69,0,1
Toothpaste,1559,20.7,1,0
Cooking Oil,642,23.1,0,0
Bread,497,27.5,1,0
Smartphone,77173,3.69,1,1
Salt,1597,24.8,0,0
Luxury Watch,31674,0.28,1,1
Smart TV,83890,3.47,0,1
Luxury Watch,23296,4.61,1,1
Vegetables,935,27.4,0,0
Jewelry,98081,3.44,1,1
Cooking Oil,896,14.1,0,0
Eggs,1559,25.2,1,0
Toothpaste,1186,25.6,1,0
Air Conditioner,15589,4.42,0,1
Soap,1414,21.4,0,0
Salt,211,10.5,1,0
Jewelry,9949,2.47,1,1
Milk,1766,10.1,0,0
Laptop,79966,2.08,0,1
Vegetables,286,26.9,0,0
Vegetables,1476,25.5,1,0
Eggs,929,29.9,0,0
Designer Bag,86526,1.81,0,1
Cooking Oil,958,22.8,0,0
Jewelry,92281,1.0,1,1
Milk,1879,26.0,0,0
Shampoo,1469,23.0,0,0
Bread,663,20.3,0,0
Toothpaste,878,22.4,1,0
Cooking Oil,506,25.0,0,0
Bread,675,15.7,0,0
Laptop,9191,2.2,1,1
Camera,17941,1.39,1,1
Smartphone,48551,1.64,0,1
Milk,1749,27.9,0,0
Toothpaste,863,13.6,0,0
Jewelry,71608,2.59,1,1
Jewelry,94822,2.92,0,1
Shampoo,1656,26.2,1,0
Camera,35590,3.02,0,1
Luxury Watch,85696,0.88,1,1
Jewelry,6104,4.71,1,1
Toothpaste,470,12.4,0,0
Luxury Watch,94404,0.18,1,1
Shampoo,1029,18.1,1,0
Smart TV,91000,4.09,0,1
Salt,1637,24.3,1,0
Toothpaste,1033,16.9,0,0
Laptop,6989,1.08,1,1
Shampoo,1799,27.1,1,0
Salt,964,18.6,1,0
Camera,84617,1.49,1,1
Salt,1127,24.6,0,0
Gaming Console,81419,2.75,1,1
Luxury Watch,95077,1.44,0,1
Air Conditioner,39406,0.22,0,1
Designer Bag,53893,1.83,0,1
Vegetables,1313,17.2,1,0
Laptop,82110,1.47,1,1
Toothpaste,127,11.2,0,0
Vegetables,1253,26.2,0,0
Salt,961,24.8,1,0
Luxury Watch,95755,1.68,1,1
Smart TV,88495,2.72,1,1
Perfume,11223,4.23,1,1
Toothpaste,1220,28.6,1,0
Milk,233,11.3,0,0
Air Conditioner,13509,2.48,1,1
Salt,1379,22.8,0,0
Camera,22229,4.89,1,1
Shampoo,1435,19.7,1,0
Gaming Console,75415,3.45,1,1
Luxury Watch,82560,2.76,1,1
Laptop,52484,1.92,0,1
Camera,44631,3.64,1,1
Toothpaste,1192,25.4,1,0
Laptop,45002,0.63,1,1
Smartphone,68641,4.97,1,1
Bread,531,23.5,0,0
Milk,165,13.2,1,0
Air Conditioner,30689,3.72,1,1
Milk,1218,26.8,0,0
Toothpaste,1919,22.3,1,0
Smart TV,46988,0.87,0,1
Air Conditioner,76220,0.07,1,1
Bread,161,29.2,1,0
Perfume,71294,1.11,0,1
Gaming Console,74837,1.24,1,1
Vegetables,1025,25.5,1,0
Camera,46933,3.88,0,1
Shampoo,1377,16.1,1,0
Smart TV,89290,1.98,0,1
Vegetables,1339,29.4,0,0
Gaming Console,53581,3.65,1,1
Soap,1014,23.4,1,0
Salt,830,25.9,1,0
Shampoo,1535,24.5,0,0
Toothpaste,1279,17.7,0,0
Toothpaste,932,29.9,1,0
Camera,37283,3.5,1,1
Bread,1379,17.8,0,0
Vegetables,1027,15.4,0,0
Laptop,47192,4.86,0,1
Bread,967,25.4,0,0
Jewelry,78071,3.38,1,1
Rice,1665,11.8,0,0
Laptop,14306,1.06,1,1
Salt,1067,16.7,0,0
Air Conditioner,90570,3.65,0,1
Shampoo,660,23.4,0,0
Perfume,25763,3.54,1,1
Laptop,49146,4.21,0,1
Cooking Oil,115,13.5,0,0
Jewelry,33817,2.26,0,1
Salt,1714,26.5,1,0
Rice,1346,18.1,0,0
Smart TV,31585,3.13,1,1
Salt,535,11.0,1,0
Perfume,28020,2.7,1,1
Jewelry,85998,4.26,1,1
Smart TV,47369,4.27,1,1
Smartphone,90551,0.39,1,1
Toothpaste,703,20.2,0,0
Vegetables,1556,19.2,1,0
Bread,1470,17.9,0,0
Smartphone,73278,2.08,0,1
Cooking Oil,380,27.3,0,0
Shampoo,137,17.2,0,0
Jewelry,39853,2.57,1,1
Luxury Watch,49965,1.81,1,1
Toothpaste,1275,16.5,1,0
Eggs,1885,21.4,1,0
Air Conditioner,25588,3.2,0,1
Luxury Watch,99909,0.28,1,1
Salt,1667,13.0,1,0
Bread,1264,20.0,0,0
Eggs,436,10.6,0,0
Cooking Oil,281,19.7,0,0
Luxury Watch,54899,0.63,1,1
Camera,82824,1.77,1,1
Laptop,45616,3.07,1,1
Perfume,93558,0.53,0,1
Perfume,74790,2.5,1,1
Camera,63886,1.02,1,1
Perfume,24778,0.39,1,1
Cooking Oil,344,11.7,0,0
Milk,1688,16.4,1,0
Toothpaste,504,11.8,1,0
Soap,1659,23.7,0,0
Gaming Console,66490,4.82,1,1
Cooking Oil,927,27.4,0,0
Air Conditioner,58143,0.67,1,1
Cooking Oil,1036,25.0,0,0
Laptop,94550,2.74,1,1
Air Conditioner,11367,3.23,0,1
Bread,686,18.3,0,0
Salt,231,12.0,1,0
Salt,405,27.9,0,0
Luxury Watch,26941,2.24,1,1
Jewelry,89963,1.92,1,1
Salt,737,21.5,1,0
Designer Bag,50511,2.8,0,1
Gaming Console,99391,3.68,1,1
Smart TV,8891,2.84,0,1
Milk,1762,19.5,0,0
Jewelry,30608,3.91,1,1
Salt,798,27.0,0,0
Smart TV,98322,2.46,1,1
Perfume,27995,2.65,1,1
Smartphone,54384,4.51,1,1
Designer Bag,67004,2.86,1,1
Rice,468,19.5,0,0
Salt,1008,13.0,0,0
Laptop,13413,2.82,1,1
Luxury Watch,81626,1.32,1,1
Rice,292,26.5,1,0
Rice,279,26.9,0,0
Air Conditioner,99709,4.38,0,1
Eggs,1022,17.7,0,0
Smartphone,67050,3.82,1,1
Vegetables,1654,13.6,0,0
Smart TV,25082,0.28,1,1
Gaming Console,60237,4.87,1,1
Cooking Oil,547,16.1,0,0
Soap,574,25.3,1,0
Gaming Console,88372,4.17,0,1
Rice,731,26.3,0,0
Luxury Watch,64421,2.82,0,1
Gaming Console,72263,1.6,1,1
Laptop,25010,3.99,1,1
Jewelry,29520,3.18,1,1
Eggs,1955,13.3,0,0
Laptop,48841,3.08,1,1
Smart TV,46768,2.91,1,1
Gaming Console,67113,3.21,1,1
Luxury Watch,61764,1.65,0,1
Camera,91525,3.91,1,1
Bread,1208,12.4,0,0
Smart TV,94465,4.68,0,1
Gaming Console,24781,2.87,1,1
Shampoo,1441,24.2,0,0
Perfume,33631,2.98,1,1
Salt,1448,17.4,0,0
Toothpaste,1448,12.2,0,0
Camera,76977,2.73,1,1
Milk,975,20.1,0,0
Camera,28479,4.66,1,1
Vegetables,1406,15.5,0,0
Air Conditioner,9344,2.07,0,1
Gaming Console,23323,2.76,1,1
Cooking Oil,561,17.4,0,0
Jewelry,55717,4.97,0,1
Perfume,9373,1.47,1,1
Air Conditioner,77079,1.35,0,1
Air Conditioner,74271,2.06,1,1
Soap,1450,21.7,0,0
Laptop,73135,4.19,1,1
Gaming Console,7681,0.41,0,1
Milk,1222,14.6,0,0
Vegetables,653,28.1,0,0
Rice,572,22.2,1,0
Luxury Watch,69191,3.53,0,1
Milk,565,13.2,1,0
Shampoo,756,16.5,1,0
Luxury Watch,98823,0.46,1,1
Air Conditioner,69537,3.26,1,1
Milk,1050,21.9,0,0
Cooking Oil,1416,27.8,0,0
Smart TV,90110,4.94,1,1
Cooking Oil,1022,13.7,0,0
Milk,721,22.5,0,0
Laptop,81545,1.64,1,1
Jewelry,27455,4.81,1,1
Cooking Oil,1640,21.9,0,0
Gaming Console,84776,2.87,1,1
Smart TV,71271,0.25,1,1
Gaming Console,93467,2.2,0,1
Vegetables,1829,15.6,0,0
Shampoo,597,29.5,0,0
Designer Bag,73501,4.93,1,1
Bread,1547,19.5,1,0
Eggs,378,25.4,0,0
Bread,1465,28.1,0,0
Air Conditioner,32768,2.0,1,1
Gaming Console,33618,3.72,1,1
Soap,105,22.5,0,0
Eggs,1154,16.5,0,0
Bread,612,22.1,1,0
Perfume,53759,0.61,1,1
Luxury Watch,8105,0.2,0,1
Shampoo,1494,15.0,1,0
Cooking Oil,1845,21.0,0,0
Toothpaste,620,29.2,0,0
Gaming Console,53048,2.87,1,1
Cooking Oil,1430,29.9,0,0
Perfume,23097,2.24,1,1
Air Conditioner,54524,2.15,0,1
Soap,980,17.6,1,0
Bread,1574,29.7,0,0
Camera,7091,2.02,1,1
Laptop,35454,2.33,1,1
Eggs,1843,17.3,0,0
Laptop,58502,3.57,1,1
Salt,1124,17.8,0,0
Luxury Watch,8211,1.34,1,1
Vegetables,874,23.2,1,0
Smart TV,9975,0.18,0,1
Smart TV,43407,2.47,0,1
Luxury Watch,29052,3.09,1,1
Soap,677,12.1,1,0
Designer Bag,53206,4.08,1,1
Bread,1972,23.7,1,0
Shampoo,1849,17.7,1,0
Smartphone,70355,0.38,0,1
Rice,881,28.6,0,0
Bread,354,25.2,0,0
Smartphone,47183,0.81,1,1
Jewelry,90193,2.69,1,1
Cooking Oil,1406,17.4,0,0
Camera,31532,3.21,1,1
Eggs,1635,24.2,1,0
Laptop,67941,3.13,0,1
Salt,1504,29.8,0,0
Air Conditioner,42464,3.06,0,1
Milk,1434,13.0,1,0
Laptop,93951,4.45,1,1
Smartphone,88304,3.26,1,1
Eggs,1228,21.8,0,0
Cooking Oil,1264,22.8,0,0
Gaming Console,89520,2.98,1,1
Salt,1828,25.8,1,0
Vegetables,368,14.4,1,0
Shampoo,1957,22.1,1,0
Shampoo,1902,14.0,0,0
Smartphone,60391,3.74,1,1
Gaming Console,88173,1.38,1,1
Air Conditioner,93715,4.8,0,1
Soap,1763,22.1,1,0
Soap,1050,15.3,1,0
Gaming Console,31340,3.64,1,1
Soap,1686,10.7,0,0
Camera,55881,4.78,0,1
Soap,504,17.9,0,0
Eggs,158,12.6,0,0
Smartphone,94265,3.53,0,1
Jewelry,41780,4.15,1,1
Perfume,51496,3.73,1,1
Jewelry,65964,0.76,0,1
Cooking Oil,1353,18.2,0,0
Milk,691,20.2,0,0
Milk,1230,28.8,0,0
Cooking Oil,887,18.9,1,0
Soap,1362,13.5,0,0
Vegetables,986,14.8,0,0
Laptop,20788,1.34,1,1
Shampoo,644,25.4,1,0
Perfume,87533,3.78,1,1
Luxury Watch,40875,0.61,0,1
Soap,1829,20.5,0,0
Salt,1748,14.5,0,0
Smartphone,79868,2.2,1,1
Milk,126,17.5,0,0
Rice,1069,25.5,0,0
Soap,1218,29.8,0,0
Milk,1662,15.0,1,0
Designer Bag,51511,4.93,0,1
Salt,616,11.1,1,0
Gaming Console,24336,2.56,0,1
Vegetables,1530,25.8,1,0
Cooking Oil,883,17.2,1,0
Cooking Oil,323,26.2,0,0
Bread,152,12.7,0,0
Cooking Oil,1707,15.8,0,0
Shampoo,546,16.9,1,0
Shampoo,1825,17.1,1,0
Shampoo,1493,13.9,0,0
Camera,59437,0.45,1,1
Perfume,52373,1.96,1,1
Perfume,66730,4.13,0,1
Toothpaste,115,22.1,1,0
Air Conditioner,97296,1.03,0,1
Smart TV,11262,2.24,1,1
Smart TV,14796,0.74,0,1
Air Conditioner,32578,4.63,0,1
Rice,1175,16.7,0,0
Smartphone,26396,1.81,1,1
Toothpaste,1015,14.5,0,0
Luxury Watch,67995,2.17,0,1
Luxury Watch,42266,4.82,1,1
Perfume,38800,2.82,1,1
Cooking Oil,258,26.5,0,0
Gaming Console,65233,2.42,1,1
Bread,1044,19.8,1,0
Smart TV,29723,1.39,1,1
Camera,72822,2.82,0,1
Camera,94243,0.18,0,1
Air Conditioner,51197,0.74,1,1
Smartphone,12803,0.21,1,1
Camera,83748,3.92,0,1
Cooking Oil,1749,13.4,1,0
Laptop,46322,2.63,1,1
Milk,1265,15.0,1,0
Air Conditioner,80686,2.88,0,1
Gaming Console,14390,0.57,1,1
Toothpaste,1995,17.9,1,0
Milk,1848,17.8,0,0
Perfume,39445,4.67,0,1
Jewelry,23130,2.63,0,1
Smart TV,98992,3.65,1,1
Shampoo,600,20.5,0,0
Air Conditioner,74408,2.18,1,1
Bread,1427,24.1,0,0
Camera,64290,1.69,1,1
Luxury Watch,27518,1.03,1,1
Cooking Oil,154,16.9,0,0
Soap,317,26.3,0,0
Laptop,97360,4.84,1,1
Jewelry,98869,3.56,1,1
Shampoo,433,20.7,0,0
Bread,1981,25.1,1,0
Gaming Console,61631,3.6,1,1
Rice,874,13.4,1,0
Bread,985,24.4,0,0
Air Conditioner,22059,3.31,0,1
Salt,1726,12.4,1,0
Smartphone,89615,2.91,1,1
Milk,1329,23.2,0,0
Gaming Console,51296,2.69,0,1
Perfume,44590,4.8,0,1
Jewelry,44033,1.81,1,1
Designer Bag,40569,3.04,0,1
Luxury Watch,85084,4.77,1,1
Air Conditioner,15723,3.31,1,1
Shampoo,169,24.3,0,0
Camera,17027,3.52,1,1
Bread,569,27.2,0,0
Eggs,1464,14.7,1,0
Smartphone,82844,1.39,0,1
Vegetables,1615,16.3,0,0
Toothpaste,1406,29.1,0,0
Cooking Oil,946,14.0,0,0
Perfume,79150,1.31,0,1
Toothpaste,667,23.7,0,0
Shampoo,1206,24.9,0,0
Gaming Console,75780,3.24,1,1
Perfume,36897,3.16,1,1
Camera,50200,0.4,0,1
Milk,1707,16.9,1,0
Shampoo,743,29.8,0,0
Milk,368,15.5,0,0
Vegetables,1732,27.8,0,0
Laptop,65586,4.79,1,1
Gaming Console,64447,4.88,0,1
Jewelry,80395,0.91,1,1
Milk,655,20.4,0,0
Smartphone,82216,3.2,0,1
Salt,1265,10.1,0,0
Jewelry,6511,2.43,1,1
Laptop,41492,0.95,1,1
Salt,682,21.7,1,0
Milk,680,20.2,0,0
Vegetables,1066,10.5,0,0
Smart TV,68881,4.92,0,1
Laptop,64777,1.21,1,1
Eggs,536,20.7,0,0
Air Conditioner,83164,3.9,1,1
Gaming Console,99062,0.78,0,1
Salt,980,23.3,0,0
Designer Bag,33150,1.59,1,1
Luxury Watch,77902,2.64,0,1
Rice,127,20.9,0,0
Gaming Console,63125,1.97,1,1
Designer Bag,90075,1.89,1,1
Salt,1360,21.7,1,0
Jewelry,91973,0.71,1,1
Designer Bag,31506,4.21,0,1
Smartphone,86932,3.0,0,1
Camera,43526,0.47,1,1
Jewelry,16078,0.52,1,1
Vegetables,1689,15.1,1,0
Smartphone,96295,4.57,1,1
Cooking Oil,1325,25.7,1,0
Rice,1176,29.3,0,0
Camera,88200,1.35,0,1
Luxury Watch,90595,1.96,1,1
Cooking Oil,1172,11.8,0,0
Smartphone,83016,4.16,1,1
Smart TV,57001,2.2,1,1
Cooking Oil,134,28.0,1,0
Bread,1409,11.8,0,0
Smartphone,11764,2.81,0,1
Luxury Watch,83283,2.06,0,1
Soap,1532,22.7,0,0
Cooking Oil,920,23.4,0,0
Cooking Oil,951,23.3,1,0
Perfume,67698,3.22,0,1
Perfume,92730,3.88,1,1
Laptop,90505,3.28,0,1
Gaming Console,15255,2.68,1,1
Soap,1789,17.8,0,0
Cooking Oil,858,20.6,0,0
Eggs,957,22.2,1,0
Bread,333,23.6,0,0
Vegetables,853,18.6,1,0
Laptop,20386,4.46,1,1
Soap,1534,11.7,1,0
Designer Bag,82572,0.42,1,1
Salt,1103,26.6,1,0
Perfume,34682,1.88,1,1
Bread,1134,23.6,1,0
Salt,118,12.5,0,0
Air Conditioner,78301,3.82,1,1
Soap,1386,20.6,0,0
Vegetables,1089,19.1,1,0
Vegetables,1483,16.1,1,0
Eggs,315,11.0,1,0
Soap,1271,17.8,0,0
Camera,59354,0.76,1,1
Air Conditioner,16095,2.2,1,1
Vegetables,1339,16.4,1,0
Designer Bag,14008,4.95,1,1
Toothpaste,187,10.8,1,0
Perfume,42822,2.35,0,1
Shampoo,952,14.7,0,0
Soap,1417,23.9,1,0
Smartphone,68741,0.35,0,1
Smartphone,61774,3.91,0,1
Vegetables,1721,29.9,0,0
Air Conditioner,63106,4.72,0,1
Cooking Oil,1675,28.8,1,0
Milk,185,14.6,0,0
Vegetables,483,11.0,0,0
Toothpaste,1672,23.0,0,0
Rice,1473,15.3,1,0
Luxury Watch,75674,1.99,1,1
Camera,22924,4.26,1,1
Cooking Oil,746,21.1,0,0
Smartphone,60383,3.73,0,1
Soap,1720,20.3,1,0
Shampoo,1149,25.8,0,0
Jewelry,91170,3.01,1,1
Shampoo,1645,24.4,0,0
Air Conditioner,50090,3.35,0,1
Designer Bag,53622,0.39,1,1
Gaming Console,36068,3.82,0,1
Jewelry,33786,2.32,1,1
Eggs,584,29.5,1,0
Gaming Console,69353,1.44,1,1
Milk,782,21.9,1,0
Cooking Oil,1081,18.8,0,0
Toothpaste,1435,13.4,0,0
Camera,26296,4.06,0,1
Luxury Watch,30664,1.17,1,1
Eggs,1289,21.8,0,0
Cooking Oil,1669,12.0,1,0
Rice,439,16.8,0,0
Rice,1429,15.7,0,0
